sorry for you
worry about u
Everything is ok apart from worrying about u
I feel sorry for you
sorry about your father
I am worrying about you
I'm worry about yo
im so worry about you
Are you ok?
are you ok now?
R u ok?
how are you
how r u
sorry to hear
sorry to know
sorry for your
regret to hear
