Admiral
Vice admiral
Rear admiral
Commodore
Captain
Commander
Lieutenant commander
Lieutenant
Lieutenant
junior grade 
sub-lieutenant
Ensign 
midshipman
Officer cadet
Field marshal or
General of the Army
General
Lieutenant general
Major general
Brigadier 
brigadier general
Colonel
Lieutenant colonel
Major 
Commandant
Captain
Lieutenant 
first lieutenant
Second lieutenant
Officer cadet
Marshal of the air force
Air chief marshal
Air marshal
Air vice-marshal
Air commodore
Group captain
Wing commander
Squadron leader
Flight lieutenant
Flying officer
Pilot officer
Flight cadet
